2013,10,18,DAL,Buy,4
2013,10,23,_CASH,Buy,2000
2014,1,3,THRM,Buy,5
2014,1,3,SYNA,Buy,5
2014,1,3,SWKS,Buy,3
2014,1,3,CMCSA,Buy,4
2014,4,21,GOOG,Buy,1
2014,6,9,_CASH,Buy,1815
2014,6,9,SYNT,Buy,5
2014,6,10,SWKS,Buy,6
2014,6,10,THRM,Buy,4
2014,6,23,SYNA,Sell,5
2014,8,12,PETM,Buy,3
2014,8,12,ZAGG,Buy,35
2014,8,15,WFM,Buy,11
2014,10,3,CMCSA,Buy,6
2014,10,3,SWKS,Buy,5
2014,10,3,SYNT,Buy,2
