2013,10,18,-7.9500000000000028
2013,10,21,1990.8099999999999
2013,10,22,1986.0199999999998
2013,10,23,1977.5499999999997
2013,10,24,1976.8999999999999
2013,10,25,1926.9599999999998
2013,10,28,1928.4299999999996
2013,10,29,3751.9399999999996
2013,10,30,3729.8299999999995
2013,10,31,3740.2399999999993
2013,11,1,3730.9599999999996
2013,11,4,3741.8899999999994
2013,11,5,3736.2799999999993
2013,11,6,3729.1099999999992
2013,11,7,3673.0399999999991
2013,11,8,3705.3499999999995
2013,11,11,3679.829999999999
2013,11,12,3703.5099999999989
2013,11,13,3726.0699999999993
2013,11,14,3743.599999999999
2013,11,15,3737.9099999999994
2013,11,18,3702.4099999999989
2013,11,19,3676.5099999999993
2013,11,20,3679.7399999999993
2013,11,21,3722.059999999999
2013,11,22,3734.9999999999991
2013,11,25,3743.7499999999991
2013,11,26,3742.0399999999986
2013,11,27,3759.3999999999996
2013,11,29,3754.9899999999989
2013,12,2,3753.7499999999991
2013,12,3,3740.0399999999986
2013,12,4,3729.3799999999983
2013,12,5,3736.7299999999991
2013,12,6,3752.9199999999987
2013,12,9,3758.1499999999992
2013,12,10,3753.4199999999987
2013,12,11,3724.2699999999991
2013,12,12,3724.9399999999987
2013,12,13,3724.6799999999989
2013,12,16,3743.1299999999992
2013,12,17,3759.369999999999
2013,12,18,3787.5299999999984
2013,12,19,3802.9299999999985
2013,12,20,3821.7899999999991
2013,12,23,3817.9399999999991
2013,12,24,3826.3099999999995
2013,12,26,3812.8599999999988
2013,12,27,3805.7999999999993
2013,12,30,3831.1799999999985
2013,12,31,3849.0299999999988
2014,1,2,3807.7299999999987
2014,1,3,3813.0099999999998
2014,1,6,3778.829999999999
2014,1,7,3811.7999999999993
2014,1,8,3805.1599999999985
2014,1,9,3796.3699999999985
2014,1,10,3803.3399999999992
2014,1,13,3775.829999999999
2014,1,14,3815.8699999999985
2014,1,15,3820.0299999999993
2014,1,16,3794.7599999999989
2014,1,17,3814.0199999999991
2014,1,21,3830.3799999999987
2014,1,22,3863.9599999999987
2014,1,23,3841.5499999999988
2014,1,24,3783.7099999999987
2014,1,27,3751.5099999999998
2014,1,28,3773.4499999999985
2014,1,29,3748.0099999999998
2014,1,30,3785.7099999999987
2014,1,31,3771.7099999999987
2014,2,3,3704.4399999999991
2014,2,4,3728.079999999999
2014,2,5,3717.9999999999986
2014,2,6,3767.579999999999
2014,2,7,3786.1599999999989
2014,2,10,3788.889999999999
2014,2,11,3825.7299999999991
2014,2,12,3837.9499999999985
2014,2,13,3824.6799999999994
2014,2,14,3824.0699999999983
2014,2,18,3820.5999999999995
2014,2,19,3790.349999999999
2014,2,20,3851.0299999999988
2014,2,21,3843.9099999999989
2014,2,24,3876.869999999999
2014,2,25,3888.6799999999989
2014,2,26,3913.3799999999992
2014,2,27,3919.4499999999989
2014,2,28,3938.8899999999994
2014,3,3,3926.9399999999991
2014,3,4,3986.8599999999988
2014,3,5,4011.1499999999992
2014,3,6,4026.7199999999998
2014,3,7,4008.1099999999988
2014,3,10,3999.1799999999985
2014,3,11,3988.6299999999987
2014,3,12,4015.5199999999991
2014,3,13,3970.0399999999991
2014,3,14,3960.2699999999991
2014,3,17,3966.6299999999992
2014,3,18,3993.4599999999987
2014,3,19,3983.619999999999
2014,3,20,4022.9999999999991
2014,3,21,4000.849999999999
2014,3,24,3978.869999999999
2014,3,25,3971.9299999999994
2014,3,26,3935.6999999999985
2014,3,27,3913.7699999999982
2014,3,28,3932.0399999999995
2014,3,31,3972.7799999999993
2014,4,1,4020.4799999999991
2014,4,2,4041.5899999999988
2014,4,3,4016.889999999999
2014,4,4,3928.4799999999987
2014,4,7,3865.5099999999998
2014,4,8,3900.7699999999986
2014,4,9,3969.2599999999993
2014,4,10,3853.1999999999994
2014,4,11,3809.3999999999992
2014,4,14,3838.7799999999988
2014,4,15,3840.6799999999989
2014,4,16,3892.1799999999985
2014,4,17,3863.8999999999996
2014,4,21,3885.4799999999987
2014,4,22,3935.9699999999989
2014,4,23,3978.3599999999992
2014,4,24,3998.2799999999988
2014,4,25,3950.7899999999991
2014,4,28,3939.8799999999997
2014,4,29,3951.4999999999991
2014,4,30,3961.7299999999991
2014,5,1,4015.0399999999986
2014,5,2,4004.3899999999985
2014,5,5,4006.8399999999988
2014,5,6,3947.7299999999996
2014,5,7,3838.0899999999988
2014,5,8,3842.369999999999
2014,5,9,3863.0099999999989
2014,5,12,3929.9299999999989
2014,5,13,3907.2599999999993
2014,5,14,3858.4999999999986
2014,5,15,3836.7099999999996
2014,5,16,3835.389999999999
2014,5,19,3877.059999999999
2014,5,20,3842.099999999999
2014,5,21,3870.7399999999984
2014,5,22,3880.5499999999988
2014,5,23,3914.119999999999
2014,5,27,3937.5299999999988
2014,5,28,3917.5699999999993
2014,5,29,3939.9699999999998
2014,5,30,3941.7999999999988
2014,6,2,3919.4199999999987
2014,6,3,3939.6099999999988
2014,6,4,3984.2599999999989
2014,6,5,4029.6699999999987
2014,6,6,4066.2399999999993
2014,6,9,4081.2999999999993
2014,6,10,4083.8599999999992
2014,6,11,4080.4699999999989
2014,6,12,4048.7699999999991
2014,6,13,4052.9299999999989
2014,6,16,4041.1199999999994
2014,6,17,4064.3399999999988
2014,6,18,4075.8199999999993
2014,6,19,4073.3399999999988
2014,6,20,4056.1399999999994
2014,6,23,4066.9999999999991
2014,6,24,4040.0399999999991
2014,6,25,4070.5399999999986
2014,6,26,4068.9799999999991
2014,6,27,4089.4299999999989
2014,6,30,4117.869999999999
2014,7,1,4179.6599999999989
2014,7,2,4177.5799999999999
2014,7,3,4224.7399999999998
2014,7,7,4200.2299999999987
2014,7,8,4144.9499999999998
2014,7,9,4184.9799999999987
2014,7,10,4140.4899999999989
2014,7,11,4165.2799999999988
2014,7,14,4193.0999999999995
2014,7,15,4174.6099999999997
2014,7,16,4182.7199999999993
2014,7,17,4132.5499999999993
2014,7,18,4274.619999999999
2014,7,21,4277.0599999999995
2014,7,22,4303.75
2014,7,23,4314.7599999999993
2014,7,24,4299.1299999999992
2014,7,25,4253.9499999999989
