2013,10,18,-7.9500000000000028
2013,10,21,-9.230000000000004
2013,10,22,-6.0300000000000011
2013,10,23,1994.4099999999999
2013,10,24,1997.25
2013,10,25,1997.21
2013,10,28,1996.53
2013,10,29,1997.3699999999999
2013,10,30,1997.8899999999999
2013,10,31,1997.49
2013,11,1,1998.73
2013,11,4,2001.9299999999998
2013,11,5,2002.01
2013,11,6,1999.6900000000001
2013,11,7,1998.8899999999999
2013,11,8,1999.73
2013,11,11,2002.05
2013,11,12,2004.6099999999999
2013,11,13,2003.29
2013,11,14,2003.8899999999999
2013,11,15,2004.6099999999999
2013,11,18,2004.6099999999999
2013,11,19,2003.53
2013,11,20,2003.01
2013,11,21,2004.29
2013,11,22,2006.53
2013,11,25,2008.77
2013,11,26,2008.25
2013,11,27,2009.45
2013,11,29,2008.01
2013,12,2,2008.0899999999999
2013,12,3,2004.3299999999999
2013,12,4,2002.6099999999999
2013,12,5,2003.8899999999999
2013,12,6,2005.05
2013,12,9,2007.6499999999999
2013,12,10,2007.21
2013,12,11,2002.8099999999999
2013,12,12,2004.97
2013,12,13,2005.6099999999999
2013,12,16,2003.8099999999999
2013,12,17,1999.9299999999998
2013,12,18,2000.6099999999999
2013,12,19,2002.21
2013,12,20,2002.3699999999999
2013,12,23,2002.45
2013,12,24,2003.49
2013,12,26,2003.6499999999999
2013,12,27,2000.29
2013,12,30,2000.9299999999998
2013,12,31,2002.05
2014,1,2,2002.97
2014,1,3,1977.2099999999996
2014,1,6,1965.3299999999997
2014,1,7,1994.9799999999996
2014,1,8,1999.2299999999998
2014,1,9,2003.4099999999996
2014,1,10,2014.2399999999998
2014,1,13,1997.1399999999999
2014,1,14,2018.7599999999998
2014,1,15,2028.0399999999995
2014,1,16,2031.9599999999998
2014,1,17,2040.7099999999996
2014,1,21,2050.8099999999995
2014,1,22,2056.5499999999997
2014,1,23,2049.3499999999999
2014,1,24,2050.8199999999997
2014,1,27,2044.4099999999999
2014,1,28,2048.7599999999998
2014,1,29,2031.8399999999997
2014,1,30,2042.4499999999998
2014,1,31,2041.0199999999998
2014,2,3,2005.9499999999998
2014,2,4,2012.4199999999996
2014,2,5,2004.4299999999998
2014,2,6,2021.7799999999997
2014,2,7,2041.7799999999997
2014,2,10,2031.3899999999996
2014,2,11,2044.0199999999998
2014,2,12,2064.7999999999997
2014,2,13,2071.54
2014,2,14,2070.25
2014,2,18,2081.8799999999997
2014,2,19,2059.8199999999997
2014,2,20,2072.1399999999999
2014,2,21,2068.6199999999999
2014,2,24,2084.4200000000001
2014,2,25,2095.3999999999996
2014,2,26,2102.8199999999997
2014,2,27,2101.3999999999996
2014,2,28,2103.6399999999999
2014,3,3,2091.0499999999997
2014,3,4,2113.8499999999995
2014,3,5,2129.0699999999997
2014,3,6,2132.9699999999998
2014,3,7,2130.5299999999997
2014,3,10,2125.6799999999998
2014,3,11,2112.8199999999997
2014,3,12,2104.5499999999997
2014,3,13,2097.3699999999999
2014,3,14,2106.3299999999999
2014,3,17,2105.1299999999997
2014,3,18,2109.9399999999996
2014,3,19,2104.9699999999998
2014,3,20,2119.6999999999998
2014,3,21,2106.9199999999996
2014,3,24,2099.9299999999998
2014,3,25,2105.1199999999999
2014,3,26,2097.5699999999997
2014,3,27,2096.3999999999996
2014,3,28,2091.8299999999999
2014,3,31,2117.0499999999997
2014,4,1,2139.3399999999997
2014,4,2,2149.4899999999998
2014,4,3,2137.1699999999996
2014,4,4,2119.4799999999996
2014,4,7,2088.6499999999996
2014,4,8,2093.4499999999998
2014,4,9,2120.7799999999997
2014,4,10,2076.7399999999998
2014,4,11,2065.4099999999999
2014,4,14,2080.1399999999999
2014,4,15,2092.5999999999995
2014,4,16,2103.8999999999996
2014,4,17,2121.79
2014,4,21,2141.2199999999993
2014,4,22,2162.2399999999993
2014,4,23,2176.77
2014,4,24,2165.8299999999999
2014,4,25,2145.6899999999996
2014,4,28,2134.2799999999997
2014,4,29,2145.4899999999998
2014,4,30,2151.9099999999994
2014,5,1,2181.2599999999998
2014,5,2,2163.8499999999999
2014,5,5,2174.3499999999995
2014,5,6,2137.7399999999998
2014,5,7,2124.8199999999997
2014,5,8,2133.6899999999996
2014,5,9,2141.5599999999995
2014,5,12,2172.4400000000001
2014,5,13,2172.4199999999996
2014,5,14,2153.8399999999997
2014,5,15,2136.8199999999997
2014,5,16,2147.9299999999994
2014,5,19,2170.1599999999999
2014,5,20,2151.2799999999997
2014,5,21,2169.5499999999997
2014,5,22,2184.8199999999997
